Sprache;Projekt;Komplexität;Refactoring;schwierigkeit;LLM;Iteration;Diff;Test;Refactoring-check;Gesamt;;
Apex;force-di;mittel;rename;einfach;Gemini 3 Pro;7;passed;passed;passed;passed;;
Apex;force-di;mittel;rename;einfach;Gemini 3 Pro;8;passed;passed;passed;passed;;
Apex;force-di;mittel;rename;einfach;Gemini 3 Pro;9;passed;passed;passed;passed;;
Apex;force-di;mittel;rename;einfach;Gemini 3 Pro;10;passed;passed;passed;passed;;
Apex;force-di;mittel;rename;einfach;Gemini 3 Pro;Gesamt;100,00%;100,00%;100,00%;100,00%;;
Apex;apex-dml-mocking;komplex;rename;einfach;codestral-2501;1;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;rename;einfach;codestral-2501;2;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;rename;einfach;codestral-2501;3;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;rename;einfach;codestral-2501;4;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;rename;einfach;codestral-2501;5;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;rename;einfach;codestral-2501;6;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;rename;einfach;codestral-2501;7;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;rename;einfach;codestral-2501;8;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;rename;einfach;codestral-2501;9;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;rename;einfach;codestral-2501;10;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;rename;einfach;codestral-2501;Gesamt;100,00%;100,00%;100,00%;100,00%;;
Apex;apex-dml-mocking;komplex;rename;einfach;Gemini 3 Pro;1;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;rename;einfach;Gemini 3 Pro;2;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;rename;einfach;Gemini 3 Pro;3;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;rename;einfach;Gemini 3 Pro;4;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;rename;einfach;Gemini 3 Pro;5;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;rename;einfach;Gemini 3 Pro;6;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;rename;einfach;Gemini 3 Pro;7;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;rename;einfach;Gemini 3 Pro;8;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;rename;einfach;Gemini 3 Pro;9;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;rename;einfach;Gemini 3 Pro;10;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;rename;einfach;Gemini 3 Pro;Gesamt;100,00%;100,00%;100,00%;100,00%;;
Python;colorama;gering;rename;einfach;codestral-2501;1;passed;passed;passed;passed;;
Python;colorama;gering;rename;einfach;codestral-2501;2;passed;failed;passed;failed;;
Python;colorama;gering;rename;einfach;codestral-2501;3;passed;failed;passed;failed;;
Python;colorama;gering;rename;einfach;codestral-2501;4;passed;passed;passed;passed;;
Python;colorama;gering;rename;einfach;codestral-2501;5;passed;failed;passed;failed;;
Python;colorama;gering;rename;einfach;codestral-2501;6;passed;passed;passed;passed;;
Python;colorama;gering;rename;einfach;codestral-2501;7;passed;passed;passed;passed;;
Python;colorama;gering;rename;einfach;codestral-2501;8;passed;failed;passed;failed;;
Python;colorama;gering;rename;einfach;codestral-2501;9;passed;passed;passed;passed;;
Python;colorama;gering;rename;einfach;codestral-2501;10;passed;passed;passed;passed;;
Python;colorama;gering;rename;einfach;codestral-2501;Gesamt;100,00%;60,00%;100,00%;60,00%;;
Python;colorama;gering;rename;einfach;Gemini 3 Pro;1;passed;passed;passed;passed;;
Python;colorama;gering;rename;einfach;Gemini 3 Pro;2;passed;passed;passed;passed;;
Python;colorama;gering;rename;einfach;Gemini 3 Pro;3;passed;passed;passed;passed;;
Python;colorama;gering;rename;einfach;Gemini 3 Pro;4;passed;passed;passed;passed;;
Python;colorama;gering;rename;einfach;Gemini 3 Pro;5;passed;passed;passed;passed;;
Python;colorama;gering;rename;einfach;Gemini 3 Pro;6;passed;passed;passed;passed;;
Python;colorama;gering;rename;einfach;Gemini 3 Pro;7;passed;passed;passed;passed;;
Python;colorama;gering;rename;einfach;Gemini 3 Pro;8;passed;passed;passed;passed;;
Python;colorama;gering;rename;einfach;Gemini 3 Pro;9;passed;passed;passed;passed;;
Python;colorama;gering;rename;einfach;Gemini 3 Pro;10;passed;passed;passed;passed;;
Python;colorama;gering;rename;einfach;Gemini 3 Pro;Gesamt;100,00%;100,00%;100,00%;100,00%;;
Python;pluggy;mittel;rename;einfach;codestral-2501;1;passed;passed;passed;passed;;
Python;pluggy;mittel;rename;einfach;codestral-2501;2;passed;passed;passed;passed;;
Python;pluggy;mittel;rename;einfach;codestral-2501;3;passed;passed;passed;passed;;
Python;pluggy;mittel;rename;einfach;codestral-2501;4;passed;passed;passed;passed;;
Python;pluggy;mittel;rename;einfach;codestral-2501;5;passed;passed;passed;passed;;
Python;pluggy;mittel;rename;einfach;codestral-2501;6;passed;passed;passed;passed;;
Python;pluggy;mittel;rename;einfach;codestral-2501;7;passed;passed;passed;passed;;
Python;pluggy;mittel;rename;einfach;codestral-2501;8;passed;passed;passed;passed;;
Python;pluggy;mittel;rename;einfach;codestral-2501;9;passed;failed;passed;failed;;
Python;pluggy;mittel;rename;einfach;codestral-2501;10;passed;passed;passed;passed;;
Python;pluggy;mittel;rename;einfach;codestral-2501;Gesamt;100,00%;90,00%;100,00%;90,00%;;
Python;pluggy;mittel;rename;einfach;Gemini 3 Pro;1;passed;passed;passed;passed;;
Python;pluggy;mittel;rename;einfach;Gemini 3 Pro;2;passed;passed;passed;passed;;
Python;pluggy;mittel;rename;einfach;Gemini 3 Pro;3;passed;passed;passed;passed;;
Python;pluggy;mittel;rename;einfach;Gemini 3 Pro;4;passed;passed;passed;passed;;
Python;pluggy;mittel;rename;einfach;Gemini 3 Pro;5;passed;passed;passed;passed;;
Python;pluggy;mittel;rename;einfach;Gemini 3 Pro;6;passed;passed;passed;passed;;
Python;pluggy;mittel;rename;einfach;Gemini 3 Pro;7;passed;passed;passed;passed;;
Python;pluggy;mittel;rename;einfach;Gemini 3 Pro;8;passed;passed;passed;passed;;
Python;pluggy;mittel;rename;einfach;Gemini 3 Pro;9;passed;passed;passed;passed;;
Python;pluggy;mittel;rename;einfach;Gemini 3 Pro;10;passed;passed;passed;passed;;
Python;pluggy;mittel;rename;einfach;Gemini 3 Pro;Gesamt;100,00%;100,00%;100,00%;100,00%;;
Python;pathlib2;komplex;rename;einfach;codestral-2501;1;passed;passed;passed;passed;;
Python;pathlib2;komplex;rename;einfach;codestral-2501;2;passed;passed;passed;passed;;
Python;pathlib2;komplex;rename;einfach;codestral-2501;3;passed;passed;passed;passed;;
Python;pathlib2;komplex;rename;einfach;codestral-2501;4;passed;passed;passed;passed;;
Python;pathlib2;komplex;rename;einfach;codestral-2501;5;passed;failed;passed;failed;;
Python;pathlib2;komplex;rename;einfach;codestral-2501;6;passed;passed;passed;passed;;
Python;pathlib2;komplex;rename;einfach;codestral-2501;7;passed;passed;passed;passed;;
Python;pathlib2;komplex;rename;einfach;codestral-2501;8;passed;passed;passed;passed;;
Python;pathlib2;komplex;rename;einfach;codestral-2501;9;passed;failed;passed;failed;;
Python;pathlib2;komplex;rename;einfach;codestral-2501;10;passed;passed;passed;passed;;
Python;pathlib2;komplex;rename;einfach;codestral-2501;Gesamt;100,00%;80,00%;100,00%;80,00%;;
Python;pathlib2;komplex;rename;einfach;Gemini 3 Pro;1;passed;passed;passed;passed;;
Python;pathlib2;komplex;rename;einfach;Gemini 3 Pro;2;passed;passed;passed;passed;;
Python;pathlib2;komplex;rename;einfach;Gemini 3 Pro;3;passed;passed;passed;passed;;
Python;pathlib2;komplex;rename;einfach;Gemini 3 Pro;4;passed;passed;passed;passed;;
Python;pathlib2;komplex;rename;einfach;Gemini 3 Pro;5;passed;passed;passed;passed;;
Python;pathlib2;komplex;rename;einfach;Gemini 3 Pro;6;passed;passed;passed;passed;;
Python;pathlib2;komplex;rename;einfach;Gemini 3 Pro;7;passed;passed;passed;passed;;
Python;pathlib2;komplex;rename;einfach;Gemini 3 Pro;8;passed;passed;passed;passed;;
Python;pathlib2;komplex;rename;einfach;Gemini 3 Pro;9;passed;passed;passed;passed;;
Python;pathlib2;komplex;rename;einfach;Gemini 3 Pro;10;passed;passed;passed;passed;;
Python;pathlib2;komplex;rename;einfach;Gemini 3 Pro;Gesamt;100,00%;100,00%;100,00%;100,00%;;
Apex;apex-utilities;gering;strategy pattern;schwierig;codestral-2501;1;passed;failed;passed;failed;;
Apex;apex-utilities;gering;strategy pattern;schwierig;codestral-2501;2;passed;failed;passed;failed;;
Apex;apex-utilities;gering;strategy pattern;schwierig;codestral-2501;3;passed;failed;passed;failed;;
Apex;apex-utilities;gering;strategy pattern;schwierig;codestral-2501;4;passed;failed;passed;failed;;
Apex;apex-utilities;gering;strategy pattern;schwierig;codestral-2501;5;passed;failed;passed;failed;;
Apex;apex-utilities;gering;strategy pattern;schwierig;codestral-2501;6;passed;passed;passed;passed;;
Apex;apex-utilities;gering;strategy pattern;schwierig;codestral-2501;7;passed;failed;passed;failed;;
Apex;apex-utilities;gering;strategy pattern;schwierig;codestral-2501;8;passed;failed;passed;failed;;
Apex;apex-utilities;gering;strategy pattern;schwierig;codestral-2501;9;passed;failed;passed;failed;;
Apex;apex-utilities;gering;strategy pattern;schwierig;codestral-2501;10;passed;failed;passed;failed;;
Apex;apex-utilities;gering;strategy pattern;schwierig;codestral-2501;Gesamt;100,00%;10,00%;100,00%;10,00%;;
Apex;apex-utilities;gering;strategy pattern;schwierig;Gemini 3 Pro;1;passed;passed;passed;passed;;
Apex;apex-utilities;gering;strategy pattern;schwierig;Gemini 3 Pro;2;passed;passed;passed;passed;;
Apex;apex-utilities;gering;strategy pattern;schwierig;Gemini 3 Pro;3;passed;passed;passed;passed;;
Apex;apex-utilities;gering;strategy pattern;schwierig;Gemini 3 Pro;4;passed;passed;passed;passed;;
Apex;apex-utilities;gering;strategy pattern;schwierig;Gemini 3 Pro;5;passed;passed;passed;passed;;
Apex;apex-utilities;gering;strategy pattern;schwierig;Gemini 3 Pro;6;passed;passed;passed;passed;;
Apex;apex-utilities;gering;strategy pattern;schwierig;Gemini 3 Pro;7;passed;passed;passed;passed;;
Apex;apex-utilities;gering;strategy pattern;schwierig;Gemini 3 Pro;8;passed;passed;passed;passed;;
Apex;apex-utilities;gering;strategy pattern;schwierig;Gemini 3 Pro;9;passed;passed;passed;passed;;
Apex;apex-utilities;gering;strategy pattern;schwierig;Gemini 3 Pro;10;passed;passed;passed;passed;;
Apex;apex-utilities;gering;strategy pattern;schwierig;Gemini 3 Pro;Gesamt;100,00%;100,00%;100,00%;100,00%;;
Apex;force-di;mittel;strategy pattern;schwierig;codestral-2501;1;passed;failed;passed;failed;;
Apex;force-di;mittel;strategy pattern;schwierig;codestral-2501;2;passed;failed;passed;failed;;
Apex;force-di;mittel;strategy pattern;schwierig;codestral-2501;3;passed;failed;passed;failed;;
Apex;force-di;mittel;strategy pattern;schwierig;codestral-2501;4;passed;failed;passed;failed;;
Apex;force-di;mittel;strategy pattern;schwierig;codestral-2501;5;passed;failed;passed;failed;;
Apex;force-di;mittel;strategy pattern;schwierig;codestral-2501;6;passed;failed;passed;failed;;
Apex;force-di;mittel;strategy pattern;schwierig;codestral-2501;7;passed;failed;passed;failed;;
Apex;force-di;mittel;strategy pattern;schwierig;codestral-2501;8;passed;failed;passed;failed;;
Apex;force-di;mittel;strategy pattern;schwierig;codestral-2501;9;passed;failed;passed;failed;;
Apex;force-di;mittel;strategy pattern;schwierig;codestral-2501;10;passed;failed;passed;failed;;
Apex;force-di;mittel;strategy pattern;schwierig;codestral-2501;Gesamt;100,00%;0,00%;100,00%;0,00%;;
Apex;force-di;mittel;strategy pattern;schwierig;Gemini 3 Pro;1;passed;passed;passed;passed;;
Apex;force-di;mittel;strategy pattern;schwierig;Gemini 3 Pro;2;passed;passed;passed;passed;;
Apex;force-di;mittel;strategy pattern;schwierig;Gemini 3 Pro;3;passed;passed;passed;passed;;
Apex;force-di;mittel;strategy pattern;schwierig;Gemini 3 Pro;4;passed;passed;passed;passed;;
Apex;force-di;mittel;strategy pattern;schwierig;Gemini 3 Pro;5;passed;passed;passed;passed;;
Apex;force-di;mittel;strategy pattern;schwierig;Gemini 3 Pro;6;passed;passed;passed;passed;;
Apex;force-di;mittel;strategy pattern;schwierig;Gemini 3 Pro;7;passed;passed;passed;passed;;
Apex;force-di;mittel;strategy pattern;schwierig;Gemini 3 Pro;8;passed;passed;passed;passed;;
Apex;force-di;mittel;strategy pattern;schwierig;Gemini 3 Pro;9;passed;passed;passed;passed;;
Apex;force-di;mittel;strategy pattern;schwierig;Gemini 3 Pro;10;passed;passed;passed;passed;;
Apex;force-di;mittel;strategy pattern;schwierig;Gemini 3 Pro;Gesamt;100,00%;100,00%;100,00%;100,00%;;
Apex;apex-dml-mocking;komplex;strategy pattern;schwierig;codestral-2501;1;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;strategy pattern;schwierig;codestral-2501;2;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;strategy pattern;schwierig;codestral-2501;3;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;strategy pattern;schwierig;codestral-2501;4;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;strategy pattern;schwierig;codestral-2501;5;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;strategy pattern;schwierig;codestral-2501;6;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;strategy pattern;schwierig;codestral-2501;7;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;strategy pattern;schwierig;codestral-2501;8;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;strategy pattern;schwierig;codestral-2501;9;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;strategy pattern;schwierig;codestral-2501;10;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;strategy pattern;schwierig;codestral-2501;Gesamt;100,00%;100,00%;100,00%;100,00%;;
Apex;apex-dml-mocking;komplex;strategy pattern;schwierig;Gemini 3 Pro;1;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;strategy pattern;schwierig;Gemini 3 Pro;2;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;strategy pattern;schwierig;Gemini 3 Pro;3;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;strategy pattern;schwierig;Gemini 3 Pro;4;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;strategy pattern;schwierig;Gemini 3 Pro;5;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;strategy pattern;schwierig;Gemini 3 Pro;6;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;strategy pattern;schwierig;Gemini 3 Pro;7;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;strategy pattern;schwierig;Gemini 3 Pro;8;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;strategy pattern;schwierig;Gemini 3 Pro;9;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;strategy pattern;schwierig;Gemini 3 Pro;10;passed;passed;passed;passed;;
Apex;apex-dml-mocking;komplex;strategy pattern;schwierig;Gemini 3 Pro;Gesamt;100,00%;100,00%;100,00%;100,00%;;
Python;colorama;gering;strategy pattern;schwierig;codestral-2501;1;passed;passed;passed;passed;;
Python;colorama;gering;strategy pattern;schwierig;codestral-2501;2;passed;passed;failed;failed;;
Python;colorama;gering;strategy pattern;schwierig;codestral-2501;3;failed;passed;failed;failed;;
Python;colorama;gering;strategy pattern;schwierig;codestral-2501;4;failed;passed;failed;failed;;
Python;colorama;gering;strategy pattern;schwierig;codestral-2501;5;failed;passed;failed;failed;;
Python;colorama;gering;strategy pattern;schwierig;codestral-2501;6;failed;passed;failed;failed;;
Python;colorama;gering;strategy pattern;schwierig;codestral-2501;7;failed;passed;failed;failed;;
Python;colorama;gering;strategy pattern;schwierig;codestral-2501;8;failed;passed;failed;failed;;
Python;colorama;gering;strategy pattern;schwierig;codestral-2501;9;passed;passed;failed;failed;;
Python;colorama;gering;strategy pattern;schwierig;codestral-2501;10;failed;passed;failed;failed;;
Python;colorama;gering;strategy pattern;schwierig;codestral-2501;Gesamt;30,00%;100,00%;10,00%;10,00%;;
Python;colorama;gering;strategy pattern;schwierig;Gemini 3 Pro;1;passed;passed;passed;passed;;
Python;colorama;gering;strategy pattern;schwierig;Gemini 3 Pro;2;passed;passed;passed;passed;;
Python;colorama;gering;strategy pattern;schwierig;Gemini 3 Pro;3;passed;passed;passed;passed;;
Python;colorama;gering;strategy pattern;schwierig;Gemini 3 Pro;4;passed;passed;passed;passed;;
Python;colorama;gering;strategy pattern;schwierig;Gemini 3 Pro;5;passed;passed;passed;passed;;
Python;colorama;gering;strategy pattern;schwierig;Gemini 3 Pro;6;passed;passed;passed;passed;;
Python;colorama;gering;strategy pattern;schwierig;Gemini 3 Pro;7;passed;passed;passed;passed;;
Python;colorama;gering;strategy pattern;schwierig;Gemini 3 Pro;8;passed;passed;passed;passed;;
Python;colorama;gering;strategy pattern;schwierig;Gemini 3 Pro;9;passed;passed;passed;passed;;
Python;colorama;gering;strategy pattern;schwierig;Gemini 3 Pro;10;passed;passed;passed;passed;;
Python;colorama;gering;strategy pattern;schwierig;Gemini 3 Pro;Gesamt;100,00%;100,00%;100,00%;100,00%;;
Python;pluggy;mittel;strategy pattern;schwierig;codestral-2501;1;passed;failed;passed;failed;;
Python;pluggy;mittel;strategy pattern;schwierig;codestral-2501;2;passed;failed;passed;failed;;
Python;pluggy;mittel;strategy pattern;schwierig;codestral-2501;3;passed;passed;passed;passed;;
Python;pluggy;mittel;strategy pattern;schwierig;codestral-2501;4;passed;failed;passed;failed;;
Python;pluggy;mittel;strategy pattern;schwierig;codestral-2501;5;passed;failed;passed;failed;;
Python;pluggy;mittel;strategy pattern;schwierig;codestral-2501;6;passed;failed;passed;failed;;
Python;pluggy;mittel;strategy pattern;schwierig;codestral-2501;7;passed;failed;passed;failed;;
Python;pluggy;mittel;strategy pattern;schwierig;codestral-2501;8;passed;failed;passed;failed;;
Python;pluggy;mittel;strategy pattern;schwierig;codestral-2501;9;passed;failed;passed;failed;;
Python;pluggy;mittel;strategy pattern;schwierig;codestral-2501;10;passed;failed;passed;failed;;
Python;pluggy;mittel;strategy pattern;schwierig;codestral-2501;Gesamt;100,00%;10,00%;100,00%;10,00%;;
Python;pluggy;mittel;strategy pattern;schwierig;Gemini 3 Pro;1;passed;passed;passed;passed;;
Python;pluggy;mittel;strategy pattern;schwierig;Gemini 3 Pro;2;passed;passed;passed;passed;;
Python;pluggy;mittel;strategy pattern;schwierig;Gemini 3 Pro;3;passed;passed;passed;passed;;
Python;pluggy;mittel;strategy pattern;schwierig;Gemini 3 Pro;4;passed;passed;passed;passed;;
Python;pluggy;mittel;strategy pattern;schwierig;Gemini 3 Pro;5;passed;passed;passed;passed;;
Python;pluggy;mittel;strategy pattern;schwierig;Gemini 3 Pro;6;passed;passed;passed;passed;;
Python;pluggy;mittel;strategy pattern;schwierig;Gemini 3 Pro;7;passed;passed;passed;passed;;
Python;pluggy;mittel;strategy pattern;schwierig;Gemini 3 Pro;8;passed;passed;passed;passed;;
Python;pluggy;mittel;strategy pattern;schwierig;Gemini 3 Pro;9;passed;passed;passed;passed;;
Python;pluggy;mittel;strategy pattern;schwierig;Gemini 3 Pro;10;passed;passed;passed;passed;;
Python;pluggy;mittel;strategy pattern;schwierig;Gemini 3 Pro;Gesamt;100,00%;100,00%;100,00%;100,00%;;
Python;pathlib2;komplex;strategy pattern;schwierig;codestral-2501;1;passed;failed;passed;failed;;
Python;pathlib2;komplex;strategy pattern;schwierig;codestral-2501;2;passed;failed;passed;failed;;
Python;pathlib2;komplex;strategy pattern;schwierig;codestral-2501;3;passed;passed;passed;passed;;
Python;pathlib2;komplex;strategy pattern;schwierig;codestral-2501;4;passed;failed;passed;failed;;
Python;pathlib2;komplex;strategy pattern;schwierig;codestral-2501;5;passed;passed;passed;passed;;
Python;pathlib2;komplex;strategy pattern;schwierig;codestral-2501;6;passed;failed;passed;failed;;
Python;pathlib2;komplex;strategy pattern;schwierig;codestral-2501;7;passed;passed;passed;passed;;
Python;pathlib2;komplex;strategy pattern;schwierig;codestral-2501;8;passed;passed;passed;passed;;
Python;pathlib2;komplex;strategy pattern;schwierig;codestral-2501;9;passed;failed;passed;failed;;
Python;pathlib2;komplex;strategy pattern;schwierig;codestral-2501;10;passed;failed;passed;failed;;
Python;pathlib2;komplex;strategy pattern;schwierig;codestral-2501;Gesamt;100,00%;40,00%;100,00%;40,00%;;
Python;pathlib2;komplex;strategy pattern;schwierig;Gemini 3 Pro;1;passed;passed;passed;passed;;
Python;pathlib2;komplex;strategy pattern;schwierig;Gemini 3 Pro;2;passed;passed;passed;passed;;
Python;pathlib2;komplex;strategy pattern;schwierig;Gemini 3 Pro;3;passed;passed;passed;passed;;
Python;pathlib2;komplex;strategy pattern;schwierig;Gemini 3 Pro;4;passed;passed;passed;passed;;
Python;pathlib2;komplex;strategy pattern;schwierig;Gemini 3 Pro;5;passed;passed;passed;passed;;
Python;pathlib2;komplex;strategy pattern;schwierig;Gemini 3 Pro;6;passed;passed;passed;passed;;
Python;pathlib2;komplex;strategy pattern;schwierig;Gemini 3 Pro;7;passed;passed;passed;passed;;
Python;pathlib2;komplex;strategy pattern;schwierig;Gemini 3 Pro;8;passed;passed;passed;passed;;
Python;pathlib2;komplex;strategy pattern;schwierig;Gemini 3 Pro;9;passed;passed;passed;passed;;
Python;pathlib2;komplex;strategy pattern;schwierig;Gemini 3 Pro;10;passed;passed;passed;passed;;
Python;pathlib2;komplex;strategy pattern;schwierig;Gemini 3 Pro;Gesamt;100,00%;100,00%;100,00%;100,00%;;
